id_cliente,grupo,nota
555,7,"BB4145_FARMA PRONTO JALAPA viaja con las sucursales Lores de Jalapa de Diaz (grupo 7: San Felipe Jalapa de Diaz + Jalapa de Diaz 2). Sus coordenadas estan a ~55 m de la sucursal 35 y a 43 km de Tuxtepec; peticion de operacion 2026-09-04"
