id_cliente,num_tienda,nota
501,30,"SUPER MAGUITO (Paso de Boca) se visita despues de Tlalixcoyan, no entre Piedras Negras y Tlalixcoyan (peticion de operacion 2026-09-04; por carretera esta mas cerca de Piedras Negras, 10.3 km vs 16.3 km)"
